k,C_measured,C_HL_prediction
615,1.442785,1.418354
616,0.890825,0.872738
617,0.833374,0.822270
618,1.223275,1.197815
619,0.423506,0.414546
620,1.648763,1.624794
621,0.640800,0.626592
622,0.810466,0.801527
623,1.691872,1.670138
624,0.497940,0.485596
625,1.636020,1.614449
626,0.405095,0.399876
627,1.202690,1.184784
628,1.272884,1.243642
629,0.539728,0.534620
630,2.138499,2.095113
631,0.478123,0.467187
632,1.112146,1.093548
633,0.985631,0.963609
634,0.468469,0.459419
635,1.767649,1.739269
636,0.441257,0.440556
637,1.667494,1.632484
638,1.128021,1.105681
639,0.558779,0.550224
640,1.417086,1.394488
641,0.476716,0.472648
642,1.322897,1.295802
643,0.813258,0.803836
644,0.738461,0.731854
645,1.455720,1.432000
646,0.786664,0.777024
647,0.815709,0.805624
648,0.856261,0.840793
649,0.732346,0.711801
650,1.486917,1.456724
651,0.736416,0.723672
652,0.995050,0.981687
653,1.240834,1.227541
654,0.490333,0.475658
655,1.233845,1.213113
656,0.660255,0.643418
657,0.933614,0.919520
658,1.422051,1.403639
659,0.514327,0.509380
660,2.077149,2.049452
661,0.419820,0.413251
662,0.816327,0.801051
663,1.547415,1.522587
664,0.474905,0.467923
665,2.287943,2.255802
666,0.429984,0.421356
667,1.624214,1.604232
668,0.823060,0.805927
669,0.446925,0.440933
670,1.703252,1.683025
671,0.583413,0.576041
672,1.548864,1.525126
673,0.817882,0.805142
674,0.613992,0.601677
675,1.464286,1.433770
676,0.495682,0.485556
677,1.128810,1.112928
678,1.043699,1.025104
679,0.695033,0.677697
680,1.563248,1.537195
681,0.555796,0.542190
682,1.188945,1.170295
683,0.833971,0.817615
684,0.608175,0.602099
685,1.384546,1.366111
686,0.869515,0.859315
687,0.823252,0.809693
688,1.154594,1.133402
689,0.603870,0.590992
690,1.442913,1.417758
691,0.605682,0.599189
692,0.874992,0.856832
693,1.923699,1.891733
694,0.409357,0.399579
695,1.651640,1.625289
696,0.436825,0.429042
697,1.198236,1.179118
698,1.272522,1.248010
699,0.415622,0.403885
700,2.316711,2.281104
701,0.406309,0.399938
702,1.359933,1.329885
703,1.080693,1.070714
704,0.521658,0.510759
705,1.786700,1.760696
706,0.476695,0.470873
707,1.409968,1.379071
708,1.034963,1.017818
709,0.575252,0.566588
710,1.245522,1.227337
711,0.554006,0.537113
712,1.117154,1.102771
713,0.973165,0.952343
714,0.781123,0.763946
715,2.071545,2.036635
716,0.581069,0.578042
717,0.834610,0.824141
718,0.805949,0.800474
719,0.695288,0.682376
720,1.318465,1.293253
721,0.743448,0.728221
722,1.047322,1.035845
723,1.135458,1.110953
724,0.480914,0.470229
725,1.408498,1.386086
726,0.688086,0.682896
727,0.826235,0.804276
728,1.940874,1.904513
729,0.405841,0.397976
730,1.916816,1.882546
731,0.490461,0.485486
732,0.928649,0.915001
733,1.245032,1.220786
734,0.434438,0.420215
735,2.232965,2.203366
736,0.454213,0.449062
737,1.733042,1.702316
738,0.854087,0.838952
739,0.405734,0.399780
740,1.716378,1.689876
741,0.649494,0.639468
742,1.529003,1.512109
743,0.812256,0.800989
744,0.730300,0.718752
745,1.402638,1.376807
746,0.405073,0.399389
747,1.202200,1.178529
748,1.198109,1.180731
749,0.685614,0.677350
750,1.356780,1.331355
751,0.570585,0.559516
752,1.034302,1.022176
753,0.823444,0.808247
754,0.858839,0.844168
755,1.417597,1.398171
756,0.670867,0.662052
757,0.827535,0.811370
758,1.208422,1.182735
759,0.632851,0.618105
760,1.437500,1.412858
761,0.545993,0.534851
762,0.823146,0.808802
763,1.740906,1.719524
764,0.434225,0.422917
765,2.047316,2.010058
766,0.495895,0.486581
767,1.073277,1.059270
768,1.101704,1.085330
769,0.405990,0.398959
770,2.603325,2.553587
771,0.493551,0.484285
772,1.096377,1.075155
773,0.914201,0.898324
774,0.516458,0.509559
775,1.764048,1.728189
776,0.495426,0.491553
777,1.671159,1.643428
778,0.812299,0.799951
779,0.654544,0.645244
780,1.476284,1.456474
781,0.543990,0.527777
782,1.398802,1.371724
783,0.895555,0.878703
784,0.748562,0.739431
785,1.564441,1.539686
786,0.550170,0.539351
787,0.829048,0.810946
788,1.039736,1.019868
789,0.623773,0.610466
790,1.318465,1.300274
791,0.685763,0.675318
792,1.105433,1.089045
793,1.567041,1.540124
794,0.406714,0.399236
795,1.268025,1.248835
796,0.645466,0.633867
797,0.951131,0.934677
798,1.523335,1.503111
799,0.568837,0.553847
800,1.620315,1.588185
801,0.415600,0.407239
802,0.981902,0.961813
803,1.469550,1.442136
804,0.449887,0.440512
805,2.450855,2.413562
806,0.555093,0.545044
807,1.248548,1.225880
808,0.828281,0.819177
809,0.402708,0.398856
810,2.224292,2.177299
811,0.426404,0.424738
812,1.450669,1.432316
813,0.883430,0.874046
814,0.736671,0.723989
815,1.393475,1.371853
816,0.496854,0.481429
817,1.289633,1.263042
818,0.931910,0.917678
819,0.820972,0.811790
820,1.363684,1.334422
821,0.615058,0.606745
822,0.914905,0.902747
823,0.959442,0.944589
824,0.551300,0.541630
825,1.567318,1.534557
826,0.730534,0.717795
827,0.912838,0.901512
828,1.345507,1.326178
829,0.462396,0.460343
830,1.392558,1.370351
831,0.586929,0.575277
832,1.132731,1.115967
833,1.551528,1.527689
834,0.431604,0.421071
835,1.653920,1.621414
836,0.703684,0.686442
837,0.872754,0.861604
838,1.091582,1.068581
839,0.450761,0.441768
840,2.313280,2.278873
841,0.491207,0.482145
842,1.163800,1.146013
843,0.995646,0.974619
844,0.443580,0.434687
845,1.986967,1.957501
846,0.437613,0.433906
847,1.853292,1.826315
848,0.837402,0.828121
849,0.650474,0.641691
850,1.388829,1.374896
851,0.567836,0.553408
852,1.131985,1.106170
853,0.816582,0.796255
854,0.895215,0.877752
855,1.379517,1.352568
856,0.593727,0.586508
857,0.809571,0.800017
858,1.343909,1.323141
859,0.566088,0.558763
860,1.344676,1.317594
861,0.821121,0.801534
862,1.058147,1.041536
863,1.101981,1.094658
864,0.407865,0.397187
865,1.429509,1.402954
866,0.584542,0.576282
867,1.030935,1.018427
868,1.554298,1.530008
869,0.532952,0.527583
870,1.748215,1.719830
871,0.516522,0.501631
872,0.826278,0.810749
873,1.367370,1.341072
874,0.531034,0.519036
875,2.334931,2.287828
876,0.501797,0.490122
877,1.108630,1.089632
878,0.907127,0.890894
879,0.408483,0.400541
880,2.573555,2.534480
881,0.403582,0.398693
882,1.410693,1.393090
883,0.830135,0.814286
884,0.875546,0.858764
885,1.270561,1.250501
886,0.407609,0.398989
887,1.312733,1.293099
888,0.983692,0.961051
889,0.797745,0.782731
890,1.343376,1.321472
891,0.701702,0.688201
892,0.820759,0.809089
893,1.084273,1.073379
894,0.547592,0.538089
895,1.555512,1.528263
896,0.674767,0.661960
897,1.099509,1.077929
898,1.234079,1.215428
899,0.505314,0.499900
900,1.267066,1.244962
901,0.719922,0.709855
902,1.096121,1.078116
903,1.411012,1.398061
904,0.411829,0.404461
905,1.777984,1.739186
906,0.554816,0.545088
907,0.873095,0.857344
908,1.109439,1.080810
909,0.518376,0.510889
910,2.458952,2.427160
911,0.408760,0.398634
912,1.383139,1.362217
913,1.103217,1.086201
914,0.456792,0.445228
915,1.666940,1.644424
916,0.428897,0.417910
917,1.599730,1.575113
918,1.030019,1.016383
919,0.620492,0.604397
920,1.609213,1.584408
921,0.404242,0.400372
922,1.094651,1.077542
923,1.028783,1.008705
924,0.977299,0.960218
925,1.393219,1.370494
926,0.538663,0.533024
927,0.932016,0.915239
928,1.052692,1.033157
929,0.602506,0.589555
930,1.305871,1.279755
931,0.886605,0.866227
932,0.928116,0.912798
933,1.086553,1.066006
934,0.406288,0.398880
935,1.929921,1.894635
936,0.669504,0.661630
937,0.890633,0.877361
938,1.463604,1.437360
939,0.463419,0.456838
940,1.955621,1.915004
941,0.443686,0.434987
942,0.942777,0.931111
943,1.264296,1.250159
944,0.446158,0.441915
945,2.262265,2.229047
946,0.591212,0.581457
947,1.147541,1.119479
948,0.831030,0.816658
949,0.508148,0.505364
950,2.156570,2.119272
951,0.442706,0.436316
952,1.547479,1.529691
953,1.026524,1.010783
954,0.561315,0.552326
955,1.235997,1.211099
956,0.454661,0.447559
957,1.538422,1.513562
958,1.023434,1.003998
959,0.680180,0.672822
960,1.262975,1.240986
961,0.674128,0.661296
962,1.049474,1.031102
963,0.939837,0.929512
964,0.638370,0.623360
965,1.231543,1.210877
966,0.827344,0.816320
967,0.843304,0.827797
968,1.409840,1.378433
969,0.528115,0.520074
970,1.305935,1.268198
971,0.632723,0.625218
972,0.943204,0.925986
973,1.394263,1.362927
974,0.451443,0.441534
975,2.660818,2.612586
976,0.438124,0.431790
977,0.815091,0.799239
978,1.087235,1.076085
979,0.599757,0.587250
980,2.187895,2.150426
981,0.434204,0.426017
982,1.197895,1.178342
983,0.953006,0.940227
984,0.476801,0.467058
985,1.632866,1.613914
986,0.577468,0.567553
987,1.443808,1.427386
988,1.118880,1.101745
989,0.639287,0.627843
990,1.560584,1.531857
991,0.401152,0.398491
992,1.391301,1.366252
993,0.821334,0.804665
994,0.856367,0.838989
995,1.224064,1.206923
996,0.589231,0.579973
997,1.163971,1.144917
998,0.844242,0.831766
999,0.570734,0.567073
1000,1.200879,1.191436
1001,1.147967,1.125033
1002,0.861268,0.843630
1003,1.352006,1.328214
1004,0.428770,0.424609
1005,1.662849,1.634518
1006,0.539324,0.532716
1007,0.957652,0.943309
1008,1.536291,1.512426
1009,0.442024,0.433874
1010,1.841465,1.812359
1011,0.427363,0.423608
1012,1.145985,1.130219
1013,1.188498,1.173036
1014,0.535253,0.525548
1015,2.176516,2.147398
1016,0.473285,0.462793
1017,1.125805,1.107120
1018,0.957545,0.943143
1019,0.472326,0.460286
1020,2.094112,2.057381
1021,0.403773,0.398971
1022,1.395222,1.363961
1023,1.266150,1.244177
1024,0.563638,0.553380
1025,1.351026,1.333578
1026,0.497109,0.487293
1027,1.649147,1.622990
1028,0.815922,0.801601
1029,0.672764,0.665399
1030,1.414656,1.393686
1031,0.645360,0.635258
1032,0.909875,0.897152
1033,0.837167,0.825293
1034,0.767272,0.749384
1035,1.353732,1.330981
1036,0.800579,0.783076
1037,0.968221,0.953572
1038,1.257924,1.242691
1039,0.447799,0.435901
1040,1.485383,1.456162
1041,0.631381,0.620195
1042,0.842260,0.827877
1043,1.553019,1.525289
1044,0.512964,0.501093
1045,2.357306,2.314726
1046,0.417625,0.414680
1047,0.814004,0.804093
1048,1.215071,1.195471
1049,0.519527,0.505585
1050,2.229747,2.187675
1051,0.439915,0.431742
1052,1.271563,1.253820
1053,1.001485,0.983712
1054,0.525067,0.516570
1055,1.648039,1.618590
1056,0.519186,0.510597
1057,1.541448,1.520909
1058,0.965216,0.949198
1059,0.539814,0.535953
1060,1.551165,1.525697
1061,0.430176,0.422340
1062,1.231245,1.219086
1063,0.963107,0.946415
1064,0.802049,0.785528
1065,1.382628,1.352062
1066,0.735009,0.724520
1067,1.057615,1.043150
1068,0.824318,0.813967
1069,0.542563,0.533865
1070,1.472384,1.438980
1071,0.901288,0.885458
1072,0.832458,0.820497
1073,1.301289,1.276889
1074,0.472049,0.460492
1075,1.469401,1.443184
1076,0.548913,0.534500
1077,0.941520,0.926397
1078,1.798782,1.768825
1079,0.508084,0.498283
1080,1.690999,1.655766
1081,0.469002,0.459913
1082,1.021367,1.003743
1083,1.403639,1.386044
1084,0.410678,0.400100
1085,2.546151,2.511241
1086,0.413235,0.401612
1087,1.083783,1.071630
1088,1.048238,1.023336
1089,0.603423,0.596402
1090,1.653259,1.621751
1091,0.405350,0.398836
1092,1.747128,1.710387
1093,0.956501,0.939821
1094,0.587888,0.584132
1095,1.314672,1.298045
1096,0.588293,0.577775
1097,1.103260,1.086267
1098,0.873010,0.857776
1099,0.748029,0.736789
1100,1.562523,1.531753
1101,0.621067,0.606854
1102,0.975488,0.973337
1103,0.813002,0.798606
1104,0.696908,0.685777
1105,1.699927,1.682162
1106,0.722181,0.711311
1107,0.987421,0.974881
1108,1.158260,1.137517
1109,0.450314,0.442043
1110,1.289250,1.263561
1111,0.761817,0.748259
1112,0.930269,0.915808
1113,1.409947,1.386212
1114,0.453723,0.444455
1115,1.991655,1.961249
1116,0.467937,0.461586
1117,0.821462,0.809756
1118,1.607146,1.584734
1119,0.436505,0.426631
1120,2.020594,1.985585
1121,0.507125,0.497903
1122,1.828701,1.800081
1123,0.812469,0.799480
1124,0.407929,0.399983
1125,1.634741,1.601922
1126,0.483599,0.478128
1127,1.787510,1.753355
1128,0.916119,0.900502
1129,0.613289,0.606204
1130,1.233227,1.213204
1131,0.546143,0.534889
1132,1.142341,1.119755
1133,1.139635,1.121918
1134,0.751993,0.738000
1135,1.474494,1.459028
1136,0.560463,0.546259
1137,0.963874,0.946885
1138,0.813620,0.797978
1139,0.650325,0.641397
1140,1.752455,1.725734
1141,0.736011,0.716130
1142,0.860437,0.850615
1143,1.096803,1.076818
1144,0.657698,0.647611
1145,1.323856,1.308492
1146,0.577659,0.574890
1147,0.938579,0.927954
1148,1.845642,1.812708
1149,0.410145,0.400142
1150,2.000946,1.965755
1151,0.468469,0.457871
1152,0.806034,0.795146
1153,1.280342,1.263956
1154,0.409932,0.398496
1155,2.601279,2.558800
1156,0.466637,0.458203
1157,1.400762,1.377011
1158,0.866170,0.856421
1159,0.579449,0.568444
1160,1.802746,1.771752
1161,0.482214,0.471222
1162,1.757271,1.720046
1163,0.825426,0.805030
1164,0.552195,0.541801
1165,1.367093,1.349310
1166,0.597712,0.592510
1167,1.178610,1.157252
1168,0.866809,0.856016
1169,0.684335,0.670734
1170,1.762279,1.730136
1171,0.547123,0.533450
1172,0.893851,0.878622
1173,1.179846,1.157558
1174,0.605809,0.593385
1175,1.337921,1.314005
1176,0.673489,0.661843
1177,1.060001,1.044534
1178,1.332295,1.301960
1179,0.524130,0.510475
1180,1.255325,1.234635
1181,0.646766,0.639134
1182,0.819139,0.803351
1183,1.671266,1.642912
1184,0.587377,0.572839
1185,1.669199,1.644033
1186,0.409932,0.398452
1187,0.914265,0.900562
1188,1.525061,1.488342
1189,0.461863,0.454118
1190,2.411155,2.378798
1191,0.446073,0.435633
1192,1.395883,1.382217
1193,0.817200,0.800087
1194,0.414002,0.401175
1195,1.874389,1.841259
1196,0.613396,0.604175
1197,1.531411,1.506928
1198,0.809465,0.797765
1199,0.759856,0.750720
1200,1.391919,1.375640
1201,0.444496,0.437104
1202,1.091603,1.072917
1203,1.020259,0.998791
1204,0.747795,0.736977
1205,1.379133,1.356311
1206,0.645765,0.638657
1207,0.961722,0.949071
1208,0.852979,0.836974
1209,0.730002,0.716520
1210,1.673908,1.642064
1211,0.731770,0.717116
1212,0.821036,0.811471
1213,1.307192,1.280809
1214,0.468874,0.456599
1215,1.210617,1.192609
1216,0.634535,0.624391
1217,0.946890,0.933488
1218,1.787893,1.759806
1219,0.484494,0.483144
1220,1.673844,1.646841
1221,0.554965,0.543903
1222,1.107266,1.090184
1223,1.089068,1.071375
1224,0.462481,0.458189
1225,2.333418,2.284295
1226,0.450889,0.444133
1227,1.140147,1.123874
1228,0.986696,0.972586
1229,0.440405,0.429528
1230,1.909699,1.869301
1231,0.456557,0.448533
1232,1.739584,1.703691
1233,0.869302,0.851397
1234,0.566919,0.558994
1235,1.826123,1.796947
1236,0.468576,0.464256
1237,1.143790,1.124966
1238,0.834461,0.826844
1239,0.885689,0.871444
1240,1.321725,1.301623
1241,0.683952,0.670530
1242,0.894916,0.883602
1243,1.058233,1.046642
1244,0.617380,0.607959
1245,1.243775,1.224077
1246,0.717450,0.704927
1247,1.133605,1.109793
1248,1.418130,1.400386
1249,0.404626,0.398157
1250,1.515855,1.494743
1251,0.556222,0.545829
1252,0.963490,0.957227
1253,1.396607,1.369902
1254,0.605234,0.599081
1255,1.633676,1.608130
1256,0.411722,0.402282
1257,1.006877,0.996384
1258,1.508631,1.490276
1259,0.409271,0.404955
1260,2.159553,2.128114
1261,0.619767,0.612894
1262,1.081652,1.065113
1263,0.813173,0.800543
1264,0.450207,0.440927
1265,2.598509,2.552465
1266,0.428834,0.420136
1267,1.451948,1.427828
1268,0.811020,0.800099
1269,0.694969,0.685617
1270,1.429253,1.404020
1271,0.456685,0.450031
1272,1.298860,1.274604
1273,1.015273,0.994662
1274,0.825511,0.808884
1275,1.401849,1.380386
1276,0.782103,0.763907
1277,0.809614,0.798784
1278,0.937834,0.925039
1279,0.580941,0.575460
1280,1.473151,1.445315
1281,0.777458,0.771668
1282,0.817840,0.797501
1283,1.405174,1.386824
1284,0.411424,0.404797
1285,1.285222,1.266471
1286,0.647811,0.637009
1287,1.280449,1.254589
1288,1.492671,1.464472
1289,0.401025,0.398117
1290,1.776642,1.750710
1291,0.510023,0.508239
1292,1.095631,1.076717
1293,1.101107,1.078675
1294,0.466956,0.456410
1295,2.266378,2.225899
1296,0.469918,0.464307
1297,1.087981,1.070610
1298,1.267407,1.253336
1299,0.408248,0.399762
1300,2.056458,2.014195
1301,0.412191,0.404674
1302,1.681495,1.648580
1303,0.908810,0.902121
1304,0.626203,0.610789
1305,1.628242,1.602026
1306,0.403923,0.398307
1307,1.141596,1.114380
1308,0.829283,0.814375
1309,1.123632,1.100002
1310,1.237105,1.210008
1311,0.672657,0.665932
1312,0.895364,0.875826
1313,1.165462,1.143969
1314,0.554027,0.545625
1315,1.362725,1.344498
1316,0.803903,0.793553
1317,0.971375,0.957680
1318,1.131090,1.108111
1319,0.438742,0.429350
1320,1.758209,1.722517
1321,0.546036,0.532416
1322,0.913029,0.900388
1323,1.396266,1.375423
1324,0.518653,0.510053
1325,1.705042,1.677826
1326,0.620023,0.615210
1327,0.930247,0.918345
1328,1.103324,1.088433
1329,0.406096,0.399291
1330,2.541911,2.507753
1331,0.527177,0.511562
1332,1.258031,1.239129
1333,0.909044,0.896728
1334,0.486071,0.473987
1335,2.103424,2.064366
1336,0.433053,0.430711
1337,1.493544,1.469810
1338,0.948765,0.928939
1339,0.696290,0.680411
1340,1.252853,1.229051
1341,0.410486,0.403362
1342,1.505094,1.482977
1343,1.210617,1.179292
1344,0.732452,0.720823
1345,1.214858,1.201417
1346,0.620129,0.609311
1347,0.858605,0.845417
1348,0.903824,0.891249
1349,0.813343,0.800172
1350,1.215007,1.191230
1351,0.676451,0.669460
1352,0.986973,0.971594
1353,1.518988,1.492394
1354,0.463099,0.449964
1355,1.327564,1.302457
1356,0.616656,0.608301
1357,1.090495,1.072713
1358,1.383693,1.360218
1359,0.413192,0.402874
1360,2.164049,2.136683
1361,0.451187,0.444952
1362,0.923301,0.905699
1363,1.239811,1.216511
1364,0.557714,0.548341
1365,2.626808,2.583068
1366,0.436697,0.430582
1367,1.117772,1.092313
1368,1.047130,1.032157
1369,0.483066,0.474172
1370,1.653558,1.614551
1371,0.502522,0.492564
1372,1.419984,1.402230
1373,0.857987,0.847532
1374,0.668971,0.658275
1375,1.550249,1.533059
1376,0.421865,0.417436
1377,1.272607,1.244582
1378,1.030211,1.011222
1379,0.790862,0.781938
1380,1.385462,1.365802
1381,0.599033,0.587948
1382,1.073384,1.052594
1383,0.899626,0.884681
1384,0.544395,0.536475
1385,1.292702,1.264748
1386,0.864529,0.850868
1387,1.050007,1.029018
1388,1.218736,1.213560
1389,0.406522,0.399573
1390,1.472959,1.435346
1391,0.676323,0.664192
1392,0.879829,0.862728
1393,1.651320,1.630043
1394,0.533442,0.519595
1395,2.032612,1.998130
1396,0.432541,0.426536
1397,1.060023,1.047829
1398,1.080437,1.070666
1399,0.406160,0.398020
1400,2.574088,2.533402
1401,0.461075,0.458410
1402,1.132518,1.105689
1403,0.930631,0.913790
1404,0.561976,0.555967
1405,1.864267,1.831549
1406,0.486859,0.477285
1407,1.395968,1.372177
1408,1.198109,1.176355
1409,0.542968,0.533785
1410,1.268963,1.246610
1411,0.527390,0.521464
1412,1.331229,1.303495
1413,0.933231,0.917454
1414,0.688384,0.675424
1415,1.402552,1.379042
1416,0.587036,0.573955
1417,1.084614,1.065685
1418,0.878444,0.863502
1419,0.780654,0.763300
1420,1.247035,1.226759
1421,0.828047,0.815597
1422,0.897005,0.882206
1423,1.266704,1.245748
1424,0.413981,0.406409
1425,1.376342,1.351294
1426,0.832714,0.818387
1427,0.813215,0.802969
1428,1.557558,1.528610
1429,0.403369,0.403935
1430,2.549944,2.499356
1431,0.484281,0.476461
1432,0.817967,0.803959
1433,1.111272,1.090592
1434,0.593748,0.577932
1435,2.138180,2.100537
1436,0.433756,0.430698
1437,1.248399,1.217478
1438,0.862398,0.853847
1439,0.491952,0.485497
1440,1.689635,1.665121
1441,0.566834,0.558537
1442,1.374935,1.357961
1443,1.048814,1.033268
1444,0.632105,0.620367
1445,1.608765,1.584122
1446,0.404413,0.400414
1447,1.246417,1.228678
1448,0.976340,0.963304
1449,0.783552,0.766886
1450,1.402680,1.378032
1451,0.575784,0.572526
1452,1.174817,1.152208
1453,0.817307,0.802795
1454,0.545035,0.537004
1455,1.301566,1.277060
1456,1.020067,1.001503
1457,1.018533,1.002702
1458,1.077837,1.058590
1459,0.466274,0.457371
1460,1.457574,1.429643
1461,0.546548,0.537093
1462,1.012992,0.999613
1463,1.960224,1.933904
1464,0.443686,0.434839
1465,1.816171,1.787729
1466,0.417518,0.411325
1467,0.970949,0.966805
1468,1.204736,1.182114
1469,0.555412,0.548234
1470,2.307974,2.274117
1471,0.403283,0.397964
1472,1.197043,1.172951
1473,0.994176,0.975879
1474,0.534508,0.526712
1475,1.689592,1.667941
1476,0.469663,0.464305
1477,1.371398,1.343663
1478,1.071785,1.049313
1479,0.673787,0.662138
1480,1.351218,1.336599
1481,0.471858,0.459081
1482,1.501322,1.478259
1483,0.823593,0.810142
1484,0.720796,0.710857
1485,1.696283,1.664566
1486,0.598841,0.589695
1487,0.862611,0.849522
1488,0.949554,0.930753
1489,0.639351,0.630374
1490,1.365985,1.352966
1491,0.787836,0.776658
1492,0.962041,0.945080
1493,1.077006,1.060243
1494,0.416879,0.407110
1495,1.777856,1.747611
1496,0.814196,0.798751
1497,0.813940,0.799473
1498,1.473471,1.454839
1499,0.455321,0.445785
1500,1.861880,1.821637
1501,0.473371,0.462824
1502,0.888587,0.874794
1503,1.353455,1.323655
1504,0.471090,0.462937
1505,2.232240,2.189036
1506,0.407545,0.400271
1507,1.623341,1.601159
1508,1.074705,1.053917
1509,0.429899,0.420721
1510,1.736729,1.705235
1511,0.468320,0.458970
1512,1.495888,1.475821
1513,0.952154,0.942047
1514,0.669205,0.661364
1515,1.252277,1.233871
1516,0.403113,0.399173
1517,1.346039,1.316955
1518,1.197256,1.182064
1519,0.826896,0.813460
1520,1.413804,1.395928
1521,0.669120,0.651122
1522,0.936534,0.921267
1523,0.806055,0.797965
1524,0.592320,0.582227
1525,1.592719,1.565661
1526,0.775306,0.763938
1527,0.849591,0.843564
1528,1.087299,1.078325
1529,0.559163,0.553528
1530,1.547244,1.531171
1531,0.555668,0.544425
1532,0.814281,0.798996
1533,1.768161,1.746806
1534,0.524087,0.520724
1535,1.674100,1.636589
1536,0.493956,0.491479
1537,0.907361,0.894983
1538,1.216392,1.198440
1539,0.462247,0.450778
1540,2.703927,2.664694
1541,0.496193,0.487608
1542,1.127638,1.100712
1543,0.916140,0.895439
1544,0.480871,0.476224
1545,1.785464,1.763250
1546,0.407268,0.398084
1547,2.269148,2.228203
1548,0.854726,0.835549
1549,0.576701,0.570629
1550,1.299372,1.279387
1551,0.609943,0.597248
1552,1.175073,1.153430
1553,0.888076,0.866124
1554,0.734306,0.723991
1555,1.414635,1.398149
1556,0.663644,0.648840
1557,0.834248,0.816554
1558,1.189009,1.167293
1559,0.545077,0.533333
1560,1.538380,1.519717
1561,0.681416,0.668366
1562,1.110441,1.089396
1563,1.106009,1.083041
1564,0.611797,0.600001
1565,1.210362,1.200915
1566,0.701447,0.690317
1567,0.826768,0.813606
1568,1.345912,1.324628
1569,0.526453,0.513715
1570,1.771442,1.740930
1571,0.450718,0.439765
1572,0.916418,0.899886
1573,1.723347,1.698442
1574,0.403773,0.398063
1575,2.187874,2.154708
1576,0.424827,0.419745
1577,1.622915,1.601728
1578,0.817690,0.800908
1579,0.439403,0.435328
1580,1.906864,1.869829
1581,0.497663,0.492904
1582,1.597258,1.569929
1583,0.856623,0.848467
1584,0.700275,0.687827
1585,1.290400,1.280399
1586,0.526197,0.517788
1587,1.288568,1.260264
1588,0.929928,0.914860
1589,0.679626,0.672285
1590,1.504391,1.478736
1591,0.711015,0.699879
1592,0.882258,0.871339
1593,0.833182,0.826472
1594,0.542754,0.531401
1595,1.960181,1.934482
1596,0.759323,0.749976
1597,0.815730,0.797769
1598,1.305402,1.287847
1599,0.600056,0.590150
1600,1.204118,1.191138
1601,0.538066,0.530279
1602,1.100596,1.081138
1603,1.559753,1.530492
1604,0.436633,0.431192
1605,1.777899,1.748088
1606,0.554475,0.541513
1607,0.809465,0.798436
1608,1.261377,1.244585
1609,0.472880,0.467051
1610,2.560279,2.512896
1611,0.411594,0.404314
1612,1.418364,1.392821
1613,0.965728,0.949792
1614,0.437400,0.432478
1615,2.127994,2.089137
1616,0.480616,0.468627
1617,1.752796,1.720627
1618,0.858157,0.842530
1619,0.542797,0.532255
1620,1.249294,1.232628
1621,0.587227,0.579641
1622,1.136417,1.115661
1623,0.811638,0.799025
1624,0.836528,0.818468
1625,1.587946,1.563723
1626,0.602059,0.589787
1627,0.821782,0.809014
1628,1.178099,1.160316
1629,0.621472,0.610207
1630,1.256220,1.242759
1631,0.674341,0.668065
1632,1.118240,1.091936
1633,1.289164,1.265945
1634,0.552258,0.546533
1635,1.422477,1.395271
1636,0.535850,0.532659
1637,0.812789,0.798993
1638,1.772614,1.743077
1639,0.525515,0.517946
1640,1.866078,1.839351
1641,0.426681,0.423724
1642,0.907595,0.891066
1643,1.533436,1.514421
1644,0.411445,0.403012
1645,2.111543,2.080932
1646,0.461757,0.455799
1647,1.323686,1.302070
1648,0.888992,0.874451
1649,0.479486,0.468356
1650,2.107877,2.062558
1651,0.499027,0.493965
1652,1.397864,1.372708
1653,1.068525,1.054556
1654,0.628525,0.623508
1655,1.493544,1.461963
1656,0.445625,0.438834
1657,1.265383,1.240354
1658,0.814451,0.799926
1659,0.747390,0.732462
1660,1.502793,1.469689
1661,0.743618,0.728533
1662,0.809721,0.800542
1663,0.866020,0.849411
1664,0.715106,0.706165
1665,1.477733,1.450838
1666,0.829815,0.817421
1667,0.844135,0.830513
1668,1.390385,1.364117
1669,0.405223,0.398803
1670,1.226386,1.205732
1671,0.575379,0.567589
1672,1.357014,1.326775
1673,1.519627,1.496315
1674,0.433628,0.426449
1675,1.687525,1.653269
1676,0.480190,0.471930
1677,1.154211,1.133909
1678,1.171131,1.156317
1679,0.531013,0.518559
1680,2.050725,2.014420
1681,0.481042,0.470000
1682,1.175030,1.155710
1683,1.214560,1.191594
1684,0.418818,0.416237
1685,1.749834,1.726240
1686,0.450335,0.445404
1687,1.630820,1.605566
1688,0.841557,0.826631
1689,0.588932,0.579116
1690,1.758976,1.730177
1691,0.493487,0.482307
1692,1.170854,1.152103
1693,0.817584,0.801478
1694,1.093457,1.071413
1695,1.316078,1.291887
1696,0.559930,0.551643
1697,0.878934,0.862839
1698,0.933763,0.916551
1699,0.602464,0.588896
1700,1.406388,1.374356
1701,0.794506,0.786510
1702,0.945612,0.931583
1703,1.360296,1.333996
1704,0.442472,0.437707
1705,1.681303,1.646153
1706,0.595879,0.585983
1707,0.906125,0.889664
1708,1.477541,1.452775
1709,0.464357,0.456809
1710,1.935995,1.905143
1711,0.491484,0.482019
1712,1.063645,1.043471
1713,1.083975,1.069216
1714,0.430560,0.425859
1715,2.122581,2.087209
1716,0.680372,0.667869
1717,1.346146,1.325199
1718,0.806993,0.796547
1719,0.407822,0.401593
