k,C_measured,C_HL_prediction
1720,2.203046,2.158398
1721,0.425616,0.418423
1722,1.420708,1.396070
1723,1.086020,1.067540
1724,0.540133,0.532479
1725,1.501855,1.471975
1726,0.424465,0.415149
1727,1.433451,1.420843
1728,0.906977,0.895593
1729,0.930993,0.917318
1730,1.276933,1.260324
1731,0.637774,0.630526
1732,0.813684,0.798386
1733,0.956884,0.937976
1734,0.735393,0.716673
1735,1.316909,1.288020
1736,0.746879,0.735740
1737,0.817669,0.804331
1738,1.595510,1.566885
1739,0.449525,0.443453
1740,1.498019,1.469061
1741,0.539878,0.532037
1742,1.235400,1.220440
1743,1.382777,1.360083
1744,0.411935,0.404595
1745,2.001202,1.965952
1746,0.473051,0.467235
1747,0.815091,0.801235
1748,1.358740,1.339872
1749,0.577979,0.569257
1750,2.182120,2.138034
1751,0.552195,0.548409
1752,1.109333,1.091524
1753,0.927754,0.915579
1754,0.436612,0.425944
1755,2.018548,1.986183
1756,0.491057,0.482791
1757,1.517624,1.491703
1758,0.815922,0.803268
1759,0.621301,0.612652
1760,1.560222,1.531405
1761,0.436697,0.428263
1762,1.181125,1.153876
1763,0.939858,0.927275
1764,0.905337,0.890871
1765,1.221592,1.201581
1766,0.541540,0.531183
1767,1.154445,1.131556
1768,1.142725,1.120677
1769,0.608537,0.593587
1770,1.288674,1.274457
1771,0.962894,0.952237
1772,0.910089,0.889001
1773,1.162990,1.141032
1774,0.431199,0.429845
1775,1.425588,1.401879
1776,0.583605,0.570131
1777,0.980815,0.964513
1778,1.578356,1.553323
1779,0.482257,0.472558
1780,1.784420,1.756023
1781,0.501584,0.495577
1782,1.033194,1.021699
1783,1.094864,1.075545
1784,0.414258,0.412969
1785,2.605157,2.570765
1786,0.581580,0.569928
1787,1.098891,1.079193
1788,0.914350,0.899485
1789,0.466125,0.462225
1790,1.915985,1.880294
1791,0.445562,0.437714
1792,1.476880,1.452501
1793,1.055590,1.037673
1794,0.731429,0.715916
1795,1.216073,1.199585
1796,0.436036,0.430782
1797,1.231288,1.217250
1798,1.054503,1.036212
1799,0.734349,0.722025
1800,1.381456,1.363780
1801,0.566429,0.556656
1802,1.049751,1.026958
1803,0.900776,0.886559
1804,0.727956,0.718208
1805,1.371526,1.351898
1806,0.698975,0.695646
1807,1.009540,0.988577
1808,1.459598,1.430636
1809,0.446520,0.439030
1810,1.257861,1.239862
1811,0.744556,0.725274
1812,0.817413,0.805451
1813,1.528684,1.511601
1814,0.405968,0.397906
1815,2.089935,2.047909
1816,0.455918,0.446087
1817,0.983862,0.967651
1818,1.205929,1.184409
1819,0.566579,0.553484
1820,2.635417,2.584821
1821,0.405180,0.398929
1822,1.250274,1.231430
1823,0.801026,0.796681
1824,0.506166,0.501065
1825,1.935696,1.907897
1826,0.535296,0.523384
1827,1.465309,1.440038
1828,0.812086,0.798140
1829,0.668119,0.657651
1830,1.655412,1.621212
1831,0.416559,0.414833
1832,1.154850,1.136113
1833,1.181785,1.160738
1834,0.683291,0.672129
1835,1.248271,1.228345
1836,0.616400,0.611476
1837,1.325305,1.299343
1838,0.840769,0.826005
1839,0.566983,0.559939
1840,1.341714,1.316449
1841,0.774048,0.765440
1842,0.979302,0.956242
1843,1.260609,1.243400
1844,0.464335,0.456558
1845,1.273459,1.262883
1846,0.712975,0.702811
1847,0.876121,0.864283
1848,1.834348,1.799620
1849,0.476396,0.470399
1850,2.019379,1.985424
1851,0.407908,0.399480
1852,0.937280,0.920667
1853,1.276656,1.256839
1854,0.425147,0.416607
1855,2.826542,2.787570
1856,0.467042,0.458871
1857,1.089622,1.069165
1858,0.813876,0.799253
1859,0.702960,0.690044
1860,1.741524,1.707572
1861,0.404136,0.398602
1862,1.579550,1.556666
1863,1.174796,1.151905
1864,0.598649,0.588331
1865,1.212215,1.198382
1866,0.492166,0.478251
1867,1.067843,1.059863
1868,0.979472,0.964249
1869,0.687340,0.678245
1870,1.930539,1.894527
1871,0.576317,0.568834
1872,1.022326,1.004761
1873,0.822293,0.813754
1874,0.626970,0.614960
1875,1.396543,1.375476
1876,0.839170,0.821033
1877,0.929672,0.909748
1878,1.180571,1.159066
1879,0.406054,0.397728
1880,1.260588,1.246462
1881,0.984246,0.968947
1882,0.809358,0.796303
1883,1.375937,1.349002
1884,0.406778,0.402211
1885,2.465814,2.429143
1886,0.471133,0.462532
1887,1.060428,1.047030
1888,1.287587,1.267758
1889,0.457495,0.445808
1890,2.081645,2.044920
1891,0.452956,0.442018
1892,1.468910,1.438709
1893,0.895300,0.875685
1894,0.497770,0.496271
1895,1.687823,1.660413
1896,0.489481,0.476586
1897,1.364110,1.336144
1898,1.112188,1.092319
1899,0.652243,0.636518
1900,1.418343,1.396374
1901,0.436420,0.433851
1902,1.206718,1.193637
1903,1.046278,1.035175
1904,0.809060,0.798013
1905,1.232737,1.211275
1906,0.587803,0.580247
1907,1.013269,1.009363
1908,0.863655,0.854004
1909,0.614440,0.604599
1910,1.525018,1.488398
1911,0.854641,0.842364
1912,0.867960,0.855471
1913,1.190245,1.168525
1914,0.560889,0.551289
1915,1.465948,1.436252
1916,0.537086,0.532145
1917,0.884197,0.861683
1918,1.560435,1.538959
1919,0.471751,0.459552
1920,1.805964,1.770090
1921,0.572822,0.559676
1922,0.889823,0.877209
1923,1.089920,1.074266
1924,0.577681,0.568395
1925,2.772693,2.722410
1926,0.427896,0.416848
1927,1.304955,1.280104
1928,0.916929,0.900018
1929,0.467660,0.457071
1930,1.643777,1.606548
1931,0.402665,0.399675
1932,2.053986,2.025615
1933,0.934531,0.922378
1934,0.541689,0.531007
1935,1.276954,1.252997
1936,0.544758,0.529265
1937,1.353072,1.328894
1938,1.057977,1.039069
1939,0.682481,0.667465
1940,1.482762,1.463405
1941,0.625052,0.614781
1942,0.812896,0.799013
1943,1.110782,1.094537
1944,0.619682,0.609878
1945,1.215433,1.198060
1946,0.762307,0.747656
1947,1.158281,1.138645
1948,1.087981,1.069433
1949,0.462567,0.458145
1950,1.481334,1.455726
1951,0.654097,0.645972
1952,0.842729,0.822457
1953,1.523292,1.498168
1954,0.530842,0.518749
1955,2.065109,2.032235
1956,0.412958,0.402010
1957,0.941051,0.921876
1958,1.453013,1.426846
1959,0.454000,0.446547
1960,2.024387,1.985078
1961,0.484153,0.474931
1962,1.313734,1.294328
1963,1.156235,1.145007
1964,0.433841,0.423238
1965,1.903945,1.876624
1966,0.434779,0.429604
1967,1.548523,1.514219
1968,0.855302,0.837520
1969,0.702597,0.691701
1970,1.382266,1.360470
1971,0.415217,0.409078
1972,1.525423,1.507147
1973,0.956139,0.939125
1974,0.738930,0.721832
1975,1.245586,1.223633
1976,0.850912,0.837860
1977,0.812917,0.798076
1978,1.007090,0.996973
1979,0.550596,0.540702
1980,1.722665,1.704958
1981,0.683632,0.667335
1982,0.925922,0.909109
1983,1.158324,1.144000
1984,0.494637,0.488165
1985,1.357802,1.336476
1986,0.606001,0.593974
1987,0.933550,0.917757
1988,1.433771,1.401512
1989,0.617935,0.602547
1990,1.677360,1.656393
1991,0.551960,0.542467
1992,0.860480,0.844486
1993,1.290059,1.260817
1994,0.419969,0.414660
1995,2.942083,2.883997
1996,0.416410,0.410415
1997,1.085147,1.071493
1998,1.103153,1.081581
1999,0.404903,0.397677
2000,1.742717,1.716547
2001,0.518973,0.512242
2002,2.114121,2.080981
2003,0.810317,0.796951
2004,0.542669,0.536383
2005,1.302440,1.283473
2006,0.617935,0.605081
2007,1.106307,1.095762
2008,0.875780,0.859874
2009,0.870602,0.851724
2010,1.295131,1.273836
2011,0.626458,0.613533
2012,0.885114,0.871200
2013,1.083953,1.063897
2014,0.633150,0.625039
2015,1.588223,1.564578
2016,0.711143,0.699085
2017,1.007218,0.989412
2018,1.083804,1.066905
2019,0.452445,0.444818
2020,1.611855,1.582742
2021,0.592960,0.585099
2022,0.812065,0.799320
2023,1.649360,1.617904
2024,0.636516,0.628110
2025,1.673482,1.646862
2026,0.415217,0.409055
2027,0.860586,0.847794
2028,1.529728,1.499273
2029,0.441001,0.430845
2030,2.188577,2.143859
2031,0.463504,0.456893
2032,1.332060,1.304009
2033,0.947444,0.933459
2034,0.440064,0.436550
2035,2.316988,2.274910
2036,0.438998,0.429518
2037,1.559924,1.544675
2038,0.806503,0.796108
2039,0.699039,0.684742
2040,1.456018,1.435906
2041,0.498281,0.491900
2042,1.234015,1.214110
2043,0.814920,0.804311
2044,0.691602,0.680862
2045,1.381030,1.354082
2046,0.855515,0.840403
2047,0.963490,0.939971
2048,0.808549,0.794538
2049,0.574122,0.564521
2050,1.650617,1.634780
2051,0.731642,0.722275
2052,0.943097,0.928521
2053,1.229029,1.211115
2054,0.521786,0.512056
2055,1.326115,1.292766
2056,0.560548,0.556581
2057,1.195679,1.180245
2058,1.590183,1.568177
2059,0.451699,0.443905
2060,1.708281,1.680819
2061,0.462226,0.459859
2062,0.861375,0.841005
2063,1.293298,1.269690
2064,0.499986,0.493939
2065,2.259197,2.208892
2066,0.410443,0.397780
2067,1.418002,1.399378
2068,1.184279,1.167030
2069,0.431433,0.421652
2070,1.787637,1.756899
2071,0.515585,0.511792
2072,1.646163,1.618529
2073,0.804372,0.798922
2074,0.643421,0.637250
2075,1.429957,1.403819
2076,0.456643,0.447208
2077,1.319381,1.299947
2078,0.907190,0.896307
2079,0.867555,0.851278
2080,1.613091,1.592439
2081,0.541689,0.532273
2082,0.809934,0.799158
2083,0.932677,0.921581
2084,0.683312,0.663759
2085,1.451202,1.423076
2086,0.787090,0.767869
2087,0.852574,0.835138
2088,1.173283,1.149731
2089,0.444624,0.443547
2090,1.757868,1.735488
2091,0.653351,0.643795
2092,0.817371,0.800173
2093,1.907227,1.871664
2094,0.478826,0.469727
2095,1.630714,1.599777
2096,0.437251,0.431390
2097,1.155468,1.128146
2098,1.167870,1.144544
2099,0.419180,0.413478
2100,2.023065,1.985032
2101,0.566216,0.549792
2102,1.335896,1.308634
2103,0.872861,0.861227
2104,0.419606,0.411236
2105,1.907845,1.873472
2106,0.507935,0.498187
2107,1.507012,1.479653
2108,1.206611,1.183611
2109,0.654097,0.642116
2110,1.362277,1.338694
2111,0.403028,0.397634
2112,1.393475,1.368637
2113,0.809870,0.797304
2114,0.736458,0.724112
2115,1.535780,1.511891
2116,0.682076,0.670338
2117,0.907212,0.891544
2118,0.867640,0.850386
2119,0.816327,0.809650
2120,1.255943,1.239629
2121,0.727657,0.713623
2122,0.871049,0.861880
2123,1.567446,1.535760
2124,0.442536,0.434615
2125,1.392004,1.375981
2126,0.537320,0.530841
2127,0.963810,0.946415
2128,1.693769,1.670650
2129,0.417113,0.416390
2130,1.928962,1.892417
2131,0.470281,0.464214
2132,1.039203,1.023555
2133,1.109695,1.088969
2134,0.590957,0.577967
2135,2.079642,2.055959
2136,0.526154,0.522054
2137,1.078370,1.065719
2138,0.942330,0.928132
2139,0.480701,0.472485
2140,1.658736,1.631344
2141,0.555242,0.545875
2142,1.554085,1.532735
2143,0.813940,0.796243
2144,0.570649,0.561807
2145,1.904030,1.872756
2146,0.494318,0.484491
2147,1.310026,1.286157
2148,0.884752,0.867569
2149,0.900734,0.879852
2150,1.277380,1.252088
2151,0.545397,0.535178
2152,0.929480,0.916281
2153,0.928500,0.912939
2154,0.649046,0.633974
2155,1.276720,1.254850
2156,0.903930,0.888652
2157,0.810275,0.798209
2158,1.389618,1.366686
2159,0.494446,0.484636
2160,1.531561,1.505438
2161,0.538855,0.531147
2162,1.039161,1.022985
2163,1.602990,1.572460
2164,0.411189,0.411416
2165,1.833645,1.795866
2166,0.481212,0.474057
2167,1.166421,1.146048
2168,1.083101,1.068251
2169,0.410656,0.400599
2170,2.472420,2.431214
2171,0.588208,0.578358
2172,1.157216,1.142539
2173,0.893190,0.876563
2174,0.461863,0.455257
2175,1.955621,1.921091
2176,0.477632,0.470569
2177,1.447175,1.424747
2178,1.065158,1.052826
2179,0.588975,0.580709
2180,1.427783,1.407634
2181,0.404541,0.399083
2182,1.332636,1.305178
2183,0.891997,0.879889
2184,0.824147,0.808707
2185,1.824119,1.801277
2186,0.554027,0.544598
2187,0.902524,0.882568
2188,0.906232,0.894467
2189,0.710013,0.699109
2190,1.246247,1.225526
2191,0.772067,0.755909
2192,0.824829,0.808931
2193,1.779987,1.755924
2194,0.422569,0.415428
2195,1.265916,1.248382
2196,0.634151,0.627711
2197,1.003020,0.981448
2198,1.455976,1.434835
2199,0.437315,0.433322
2200,2.244365,2.206928
2201,0.503694,0.491897
2202,0.812640,0.798861
2203,1.097506,1.080212
2204,0.609389,0.600442
2205,2.014115,1.987415
2206,0.454000,0.442722
2207,1.263934,1.245478
2208,0.946059,0.927617
2209,0.422611,0.415717
2210,2.434212,2.397528
2211,0.558055,0.551942
2212,1.375489,1.359445
2213,0.814984,0.804779
2214,0.671230,0.656791
2215,1.393730,1.376646
2216,0.474585,0.465544
2217,1.154957,1.132658
2218,0.922853,0.908934
2219,0.754870,0.739882
2220,1.284455,1.263181
2221,0.584351,0.570565
2222,1.156193,1.138358
2223,1.220590,1.204393
2224,0.545354,0.537660
2225,1.287630,1.266369
2226,0.808101,0.788241
2227,1.059831,1.044120
2228,1.121202,1.103614
2229,0.496747,0.485271
2230,1.231394,1.201874
2231,0.610412,0.600176
2232,1.011117,0.991421
2233,2.055925,2.020111
2234,0.406160,0.397712
2235,1.646121,1.616693
2236,0.553729,0.545588
2237,0.944354,0.925003
2238,1.191332,1.169947
2239,0.433884,0.424329
2240,2.630068,2.578861
2241,0.424295,0.418051
2242,1.317016,1.293982
2243,0.839938,0.827484
2244,0.616954,0.605769
2245,1.857618,1.829911
2246,0.429388,0.420026
2247,1.374424,1.353074
2248,1.007558,0.990790
2249,0.671081,0.657378
2250,1.348511,1.327070
2251,0.463973,0.457680
2252,1.142959,1.115313
2253,0.936108,0.925804
2254,0.744492,0.731312
2255,1.921334,1.884962
2256,0.572012,0.568967
2257,0.885732,0.873218
2258,0.908085,0.888549
2259,0.620811,0.609847
2260,1.227686,1.212846
2261,0.892636,0.882909
2262,1.304188,1.285480
2263,1.194145,1.182969
2264,0.407844,0.399843
2265,1.274823,1.255029
2266,0.780846,0.773520
2267,0.935894,0.917828
2268,1.355885,1.324104
2269,0.457665,0.448053
2270,1.882657,1.847141
2271,0.456067,0.445762
2272,0.952431,0.939201
2273,1.281280,1.258043
2274,0.438103,0.426858
2275,2.462341,2.428949
2276,0.403134,0.398402
2277,1.550633,1.532607
2278,0.957737,0.945785
2279,0.496747,0.484662
2280,1.826506,1.801304
2281,0.490333,0.482285
2282,1.445704,1.426167
2283,0.823934,0.809627
2284,0.780292,0.761966
2285,1.290592,1.269008
2286,0.437144,0.430285
2287,1.115044,1.099618
2288,1.272266,1.248432
2289,0.750352,0.733616
2290,1.222465,1.201575
2291,0.601505,0.588640
2292,1.083165,1.072348
2293,0.892125,0.874057
2294,0.613950,0.603522
2295,1.599474,1.576075
2296,0.734732,0.724291
2297,0.914372,0.901265
2298,1.115854,1.098191
2299,0.591639,0.579834
2300,1.370929,1.350560
2301,0.758002,0.751595
2302,0.808953,0.795838
2303,1.619164,1.594907
2304,0.420224,0.413519
2305,1.924764,1.890289
2306,0.508787,0.504219
2307,0.817030,0.800777
2308,1.171067,1.150804
2309,0.407929,0.398266
2310,3.081362,3.040822
2311,0.402239,0.397569
2312,1.345315,1.322799
2313,0.811852,0.802600
2314,0.595368,0.584486
2315,1.791729,1.752358
2316,0.408952,0.401196
2317,1.578101,1.552873
2318,1.144472,1.127804
2319,0.577425,0.567688
2320,1.308897,1.286262
2321,0.536255,0.524874
2322,1.135309,1.118488
2323,1.129598,1.117847
2324,0.738696,0.725525
2325,1.507502,1.480161
2326,0.545439,0.530697
2327,0.988614,0.984366
2328,0.943651,0.934332
2329,0.633469,0.621375
2330,1.269474,1.254531
2331,0.894362,0.878539
2332,1.091348,1.063118
2333,1.075621,1.059560
2334,0.422611,0.411094
2335,1.383203,1.361328
2336,0.719453,0.713634
2337,0.964790,0.950126
2338,1.454207,1.434585
2339,0.485474,0.472666
2340,2.166053,2.127854
2341,0.405201,0.398247
2342,0.810125,0.798105
2343,1.574947,1.546307
2344,0.469173,0.456092
2345,2.092364,2.049149
2346,0.532291,0.527318
2347,1.232310,1.212999
2348,0.813876,0.797164
2349,0.485538,0.478585
2350,2.098608,2.069853
2351,0.429068,0.418533
2352,1.476795,1.442938
2353,0.999354,0.984205
2354,0.745792,0.733220
2355,1.229988,1.207920
2356,0.509448,0.500489
2357,1.302078,1.280542
2358,0.935127,0.926191
2359,0.715319,0.704398
2360,1.291828,1.265460
2361,0.648556,0.638407
2362,0.966708,0.953905
2363,0.942074,0.932885
2364,0.564789,0.552904
2365,1.645183,1.611606
2366,0.876228,0.867576
2367,0.850891,0.841546
2368,1.182808,1.167554
2369,0.591745,0.587844
2370,1.376107,1.360906
2371,0.545439,0.534077
2372,0.928969,0.912294
2373,1.386144,1.363442
2374,0.438870,0.429224
2375,2.058439,2.018121
2376,0.519314,0.510418
2377,0.884858,0.867701
2378,1.230563,1.206835
2379,0.533293,0.523870
2380,2.801887,2.759635
2381,0.441065,0.433670
2382,1.087789,1.065527
2383,1.024777,1.009363
2384,0.429174,0.424970
2385,1.704445,1.677204
2386,0.440106,0.429215
2387,1.867122,1.837863
2388,1.009988,0.989110
2389,0.533336,0.529766
2390,1.286714,1.262948
2391,0.503758,0.495161
2392,1.491818,1.468543
2393,0.841536,0.829630
2394,0.892423,0.885479
2395,1.221080,1.198675
2396,0.609943,0.597897
2397,1.050774,1.035181
2398,1.056720,1.040858
2399,0.559546,0.550874
2400,1.365410,1.344763
2401,0.750139,0.738066
2402,0.927094,0.915953
2403,1.222657,1.202409
2404,0.402687,0.398320
2405,1.842254,1.812089
2406,0.538471,0.532431
2407,1.007665,0.993358
2408,1.587093,1.560016
2409,0.597989,0.587890
2410,1.630970,1.602696
2411,0.411850,0.400965
2412,0.831755,0.819640
2413,1.461026,1.433553
2414,0.533655,0.525030
2415,2.222906,2.195107
2416,0.468107,0.460514
2417,1.153209,1.134976
2418,1.059660,1.042879
2419,0.474649,0.465436
2420,2.336167,2.299477
2421,0.410656,0.401780
2422,1.560051,1.526512
2423,0.865594,0.848550
2424,0.630827,0.618776
2425,1.354009,1.322884
2426,0.451358,0.443955
2427,1.378132,1.351393
2428,0.860139,0.845212
2429,0.675065,0.666241
2430,1.319722,1.302123
2431,0.979451,0.961875
2432,0.915693,0.900337
2433,0.853490,0.838832
2434,0.556158,0.547337
2435,1.576566,1.542954
2436,0.730385,0.714580
2437,0.893957,0.879396
2438,1.549205,1.521555
2439,0.428130,0.422318
2440,1.380582,1.371991
2441,0.531333,0.530919
2442,1.196446,1.172436
2443,1.364707,1.338351
2444,0.516011,0.507776
2445,1.769908,1.737301
2446,0.525004,0.513724
2447,0.806929,0.796816
2448,1.400890,1.370615
2449,0.514413,0.503373
2450,2.016545,1.984942
2451,0.474905,0.473510
2452,1.084422,1.063562
2453,1.227367,1.208843
2454,0.457623,0.445842
2455,1.711520,1.677734
2456,0.419521,0.410729
2457,2.052558,2.023921
2458,0.849846,0.829711
2459,0.603060,0.592762
2460,1.527576,1.503150
2461,0.510662,0.504414
2462,1.116877,1.091368
2463,0.814686,0.797219
2464,0.924281,0.909635
2465,1.558176,1.522178
2466,0.610838,0.601936
2467,0.833971,0.818700
2468,0.928159,0.912092
2469,0.572865,0.559602
2470,1.751987,1.717852
2471,0.844732,0.829059
2472,0.823167,0.810453
2473,1.099871,1.081113
2474,0.463355,0.456999
2475,1.680791,1.650803
2476,0.653522,0.642553
2477,0.808314,0.796338
2478,1.387955,1.372151
2479,0.563595,0.551636
2480,1.798868,1.760846
2481,0.415025,0.405043
2482,1.102791,1.079384
2483,1.430660,1.404146
2484,0.461075,0.458068
2485,2.087250,2.053113
2486,0.526346,0.519777
2487,1.232076,1.213933
2488,0.877783,0.862945
2489,0.464165,0.457249
2490,1.987372,1.958111
2491,0.464165,0.450956
2492,1.608765,1.583911
2493,0.998438,0.984357
2494,0.613864,0.601460
2495,1.302142,1.282442
2496,0.498750,0.485206
2497,1.405152,1.387008
2498,0.831968,0.816618
2499,0.822741,0.809321
2500,1.347723,1.325420
2501,0.703919,0.695127
2502,0.888118,0.870794
2503,0.805054,0.795884
2504,0.667778,0.653175
2505,1.470296,1.442949
2506,0.694841,0.685670
2507,0.930610,0.915060
2508,1.601435,1.581917
2509,0.516608,0.508221
2510,1.325028,1.295728
2511,0.582326,0.570668
2512,0.944184,0.926046
2513,1.557345,1.537745
2514,0.433543,0.426518
2515,2.000584,1.969278
2516,0.487307,0.485822
2517,0.827940,0.815640
2518,1.210873,1.193517
2519,0.524236,0.515220
2520,2.011857,1.984927
2521,0.454575,0.449368
2522,1.577866,1.550758
2523,1.029230,1.006183
2524,0.413171,0.408231
2525,1.646526,1.624993
2526,0.529585,0.516795
2527,1.657457,1.626357
2528,0.877165,0.862429
2529,0.542925,0.535132
2530,1.712841,1.692410
2531,0.460073,0.447841
2532,1.156811,1.135609
2533,1.056443,1.038138
2534,0.776179,0.765718
2535,1.487940,1.456379
2536,0.545802,0.533117
2537,1.006429,0.995517
2538,0.883068,0.877651
2539,0.644998,0.635892
2540,1.308982,1.294089
2541,0.893744,0.886013
2542,0.969606,0.954656
2543,1.093329,1.069831
2544,0.505697,0.496244
2545,1.483976,1.460471
2546,0.627524,0.619420
2547,0.817776,0.803937
2548,1.890946,1.861841
2549,0.401664,0.398987
2550,1.864054,1.833678
2551,0.420544,0.412385
2552,1.385249,1.355572
2553,1.265191,1.246211
2554,0.422100,0.419224
2555,2.072546,2.046754
